size_charge,size_pay,lat,lon,charge,pay,name
3.15,2.56,35.83746,-90.70386,5652.42,4360.37,ST BERNARDS MEDICAL CTR
8.79,2.37,36.18082,-94.13644,17910.12,3947.76,NW ARKANSAS HOSPITALS, LLC
6.07,2.40,34.46784,-93.06667,11999.48,4010.56,ST JOSEPHS MERCY HEALTH CENTER INC
4.34,2.22,36.34295,-92.39442,8220.85,3625.15,BAXTER REGIONAL MEDICAL CENTER
4.60,2.31,34.77770,-92.12539,8796.00,3822.31,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.04,2.33,36.05214,-90.49908,5395.08,3853.33,ARKANSAS METHODIST MEDICAL CENTER
5.82,2.49,35.28275,-93.14901,11444.08,4213.38,ST MARYS REGIONAL MEDICAL CENTER
4.37,2.36,35.37445,-94.41868,8299.87,3927.93,SPARKS REGIONAL MEDICAL CENTER
6.68,2.30,35.35395,-94.35262,13326.75,3793.69,ST EDWARD MERCY MEDICAL CENTER
7.24,2.56,34.18894,-92.01886,14527.73,4371.73,JEFFERSON REGIONAL MEDICAL CENTER
4.75,2.34,34.57290,-92.58508,9114.27,3873.09,SALINE MEMORIAL HOSPITAL
6.29,2.42,34.74866,-92.35422,12464.93,4064.64,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
17.70,3.05,37.59283,-122.38249,37285.00,5430.92,PENINSULA MEDICAL CENTER
11.59,2.92,32.77495,-117.01467,23981.76,5144.76,GROSSMONT HOSPITAL
10.74,3.00,39.50528,-121.54100,22145.71,5324.00,OROVILLE HOSPITAL
12.89,2.76,39.74221,-121.85000,26825.52,4796.39,ENLOE MEDICAL CENTER
21.33,3.95,37.82206,-122.26275,45159.27,7392.00,ALTA BATES SUMMIT MEDICAL CENTER
11.68,3.02,32.78037,-115.56848,24190.67,5359.50,EL CENTRO REGIONAL MEDICAL CENTER
17.37,4.46,37.79100,-122.43125,36555.27,8492.50,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
10.02,3.07,36.32737,-119.29548,20586.04,5471.93,KAWEAH DELTA MEDICAL CENTER
11.90,3.50,34.12834,-118.25777,24661.55,6403.55,GLENDALE MEM HOSPITAL & HLTH CENTER
16.64,3.53,36.73000,-119.78000,34981.23,6468.15,COMMUNITY REGIONAL MEDICAL CENTER
13.23,3.49,32.75143,-117.16083,27549.77,6389.35,SCRIPPS MERCY HOSPITAL
17.07,3.35,37.96987,-121.28873,35903.00,6071.33,ST JOSEPHS MED CENTER OF STOCKTON
10.02,3.32,38.28820,-122.46533,20580.15,6021.38,SONOMA VALLEY HOSPITAL
10.68,2.95,36.83532,-119.76562,22019.81,5204.52,SAINT AGNES MEDICAL CENTER
9.94,2.61,34.10130,-117.63651,20401.33,4471.33,SAN ANTONIO COMMUNITY HOSPITAL
16.19,3.20,32.79949,-117.15394,33991.07,5745.50,SHARP MEMORIAL HOSPITAL
14.81,3.39,38.57155,-121.46874,30986.50,6164.86,SUTTER GENERAL HOSPITAL
12.32,3.12,34.02685,-118.48651,25568.83,5581.67,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
12.55,2.80,33.12535,-117.07336,26075.41,4887.55,PALOMAR MEDICAL CENTER
15.16,3.22,34.22014,-118.53410,31754.28,5797.50,NORTHRIDGE HOSPITAL MEDICAL CENTER
10.93,2.73,34.20495,-118.21589,22549.60,4723.47,VERDUGO HILLS HOSPITAL
12.21,3.39,34.19494,-118.46319,25347.75,6172.83,VALLEY PRESBYTERIAN HOSPITAL
10.51,3.01,33.18402,-117.29661,21645.15,5337.45,TRI-CITY MEDICAL CENTER
12.55,3.01,39.13822,-121.59436,26088.78,5341.57,RIDEOUT MEMORIAL HOSPITAL
17.92,3.29,36.57886,-121.91316,37750.06,5958.61,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
11.92,2.72,39.22809,-121.04721,24707.00,4700.08,SIERRA NEVADA MEMORIAL HOSPITAL
22.13,3.88,37.32710,-121.93863,46895.63,7241.42,O'CONNOR HOSPITAL
10.42,2.68,33.89465,-117.92716,21444.00,4629.94,ST JUDE MEDICAL CENTER
14.90,2.87,33.96860,-118.04831,31178.36,5026.00,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
18.40,3.37,38.44369,-122.70138,38800.22,6126.30,SANTA ROSA MEMORIAL HOSPITAL
17.24,2.98,37.51164,-120.83800,36281.08,5279.67,EMANUEL MEDICAL CENTER INC
30.00,3.44,37.91341,-122.04163,64015.93,6281.55,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
19.76,3.80,37.55717,-121.98126,41756.93,7061.57,WASHINGTON HOSPITAL
11.92,3.19,32.61972,-117.02278,24710.08,5721.33,SHARP CHULA VISTA MEDICAL CENTER
8.54,2.55,33.62229,-117.92995,17358.59,4338.59,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
21.51,3.01,34.15601,-118.32834,45558.76,5337.52,PROVIDENCE SAINT JOSEPH MEDICAL CTR
12.67,3.06,34.13973,-118.03534,26343.12,5457.25,METHODIST HOSPITAL OF SOUTHERN CA
17.63,3.68,34.14987,-118.23117,37133.00,6794.20,GLENDALE ADVENTIST MEDICAL CENTER
20.88,3.31,36.98999,-121.98357,44193.43,5989.50,DOMINICAN HOSPITAL
25.63,3.11,33.83862,-116.54557,54520.88,5549.12,DESERT REGIONAL MEDICAL CENTER
12.08,3.27,40.58654,-122.39168,25064.09,5897.96,MERCY MEDICAL CENTER REDDING
25.49,3.64,37.67947,-122.47447,54214.57,6707.00,SETON MEDICAL CENTER
10.47,2.61,34.03009,-118.47833,21557.72,4465.78,SAINT JOHN'S HEALTH CENTER
18.36,2.75,35.37279,-119.02817,38700.60,4767.07,MERCY HOSPITAL
15.81,2.98,34.50107,-117.17285,33173.62,5268.23,ST MARY MEDICAL CENTER
22.44,3.14,37.36934,-122.08047,47584.87,5631.60,EL CAMINO HOSPITAL
11.64,2.83,38.76514,-121.24979,24109.63,4937.47,SUTTER ROSEVILLE MEDICAL CENTER
10.46,2.54,32.88461,-117.22244,21530.05,4311.37,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
9.75,4.10,34.05076,-117.26395,19998.31,7714.75,LOMA LINDA UNIVERSITY MEDICAL CENTER
9.93,3.47,36.65910,-121.64630,20381.58,6346.00,SALINAS VALLEY MEMORIAL HOSPITAL
21.98,2.83,38.12186,-121.28665,46573.85,4938.77,LODI MEMORIAL HOSPITAL
15.68,2.82,33.81131,-118.34364,32873.87,4927.87,TORRANCE MEMORIAL MEDICAL CENTER
21.78,2.95,33.83891,-118.35677,46135.05,5215.05,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
25.69,3.31,37.94748,-122.53677,54644.48,6002.26,MARIN GENERAL HOSPITAL
19.44,3.38,37.25153,-121.94684,41066.58,6154.62,GOOD SAMARITAN HOSPITAL
10.68,3.49,34.08802,-117.89341,22011.05,6385.00,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
8.70,2.97,34.42951,-119.72333,17702.94,5250.06,SANTA BARBARA COTTAGE HOSPITAL
12.49,3.03,34.13364,-118.15275,25946.32,5374.44,HUNTINGTON MEMORIAL HOSPITAL
25.02,4.85,37.43436,-122.18013,53181.82,9348.00,STANFORD HOSPITAL
14.75,3.44,37.34027,-120.46817,30861.59,6278.41,MERCY MEDICAL CENTER
13.05,3.61,34.05336,-118.26558,27167.65,6633.76,GOOD SAMARITAN HOSPITAL
21.05,2.68,34.20285,-118.62962,44563.86,4631.93,WEST HILLS HOSPITAL & MEDICAL CENTER
13.43,3.23,33.80861,-118.18661,27986.43,5809.83,LONG BEACH MEMORIAL MEDICAL CENTER
19.87,3.49,37.69824,-122.08730,41983.42,6374.05,EDEN MEDICAL CENTER
12.84,3.22,38.66956,-121.31378,26711.79,5792.21,MERCY SAN JUAN MEDICAL CENTER
14.67,3.09,34.20777,-118.88305,30692.92,5517.73,LOS ROBLES HOSPITAL & MEDICAL CENTER
16.11,2.74,33.80441,-118.06665,33826.73,4760.00,LOS ALAMITOS MEDICAL CENTER
14.49,2.97,37.66867,-120.97339,30303.60,5254.33,MEMORIAL  MEDICAL CENTER
13.87,2.73,33.56100,-117.66530,28959.48,4734.84,MISSION HOSPITAL REGIONAL MED CENTER
17.74,2.61,33.76335,-116.40628,37365.74,4460.56,EISENHOWER MEDICAL CENTER
13.43,2.93,33.60883,-117.70881,27997.62,5165.42,SADDLEBACK MEMORIAL MEDICAL CENTER
17.90,2.88,34.24359,-119.01992,37700.25,5066.19,ST JOHNS PLEASANT VALLEY HOSPITAL
24.14,3.67,34.07664,-118.37955,51282.70,6771.16,CEDARS-SINAI MEDICAL CENTER
24.39,2.85,35.55536,-120.72067,51825.08,4994.17,TWIN CITIES COMMUNITY HOSPITAL
11.46,2.53,32.99711,-117.05783,23718.72,4295.06,POMERADO HOSPITAL
