size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
8.32,2.36,34.80175,-87.67514,AL,17000,4000,50,65,2,Eliza Coffee Memorial Hospital
3.07,2.23,34.36605,-86.42127,AL,6000,4000,0,0,0,Marshall Medical Center North
6.46,2.33,33.59616,-86.66750,AL,13000,4000,66,78,1,St Vincent'S East
11.07,2.31,33.25607,-86.81035,AL,24000,4000,83,70,63,Shelby Baptist Medical Center
5.95,2.28,34.74649,-87.69895,AL,12000,4000,50,91,33,Helen Keller Memorial Hospital
6.58,2.78,32.32785,-86.27750,AL,14000,5000,50,67,54,Baptist Medical Center South
7.32,2.32,32.36656,-86.28572,AL,15000,4000,50,68,82,Jackson Hospital & Clinic Inc
6.98,3.19,33.50619,-86.80210,AL,14000,6000,66,45,11,University Of Alabama Hospital
7.06,2.27,31.31122,-86.46762,AL,15000,4000,0,0,0,Andalusia Regional Hospital
12.37,2.21,33.66767,-85.83420,AL,26000,4000,0,0,0,Stringfellow Memorial Hospital
6.80,2.43,34.72007,-86.58108,AL,14000,4000,50,65,44,Huntsville Hospital
22.53,2.15,34.00941,-85.97078,AL,49000,4000,66,67,27,Gadsden Regional Medical Center
8.29,2.49,34.00426,-86.00339,AL,17000,4000,75,81,90,Riverview Regional Medical Center
8.70,2.18,31.31857,-85.85470,AL,18000,4000,0,0,0,Medical Center Enterprise
13.25,3.67,34.57705,-87.01588,AL,28000,7000,0,0,0,Parkway Medical Center
5.98,2.20,33.50734,-86.78958,AL,12000,4000,50,72,21,St Vincent'S Birmingham
4.76,2.35,32.94573,-85.98570,AL,9000,4000,50,71,5,Russell Hospital
4.31,2.41,31.89127,-85.14549,AL,8000,4000,0,0,0,Medical Center Barbour
6.28,2.22,33.65640,-85.82284,AL,13000,4000,50,60,5,Northeast Alabama Regional Med Center
13.62,2.17,30.42700,-87.68386,AL,29000,4000,50,95,24,South Baldwin Regional Medical Center
10.79,2.63,33.83218,-87.30385,AL,23000,5000,50,78,95,Walker Baptist Medical Center
7.34,2.56,30.68199,-88.19897,AL,15000,5000,83,86,0,Providence Hospital
7.81,2.70,33.20521,-87.52546,AL,16000,5000,66,66,21,D C H Regional Medical Center
4.46,2.27,31.12918,-87.07279,AL,9000,4000,0,0,0,D W Mcmillan Memorial Hospital
6.19,2.58,33.44033,-86.09023,AL,13000,5000,0,0,0,Citizens Baptist Medical Center
8.73,2.41,33.49854,-86.84633,AL,18000,4000,66,70,8,Baptist Medical Center-Princeton
11.39,2.34,33.51420,-86.74859,AL,24000,4000,66,27,11,Trinity Medical Center
3.87,2.14,32.43516,-88.32614,AL,8000,4000,0,0,0,Bryan W Whitfield Mem Hosp Inc
6.77,2.44,30.69697,-88.08081,AL,14000,4000,66,55,24,Mobile Infirmary
7.81,2.70,32.43020,-87.05515,AL,16000,5000,50,91,32,Vaughan Reg Med Center Parkway Campus
5.64,2.29,31.49782,-87.32060,AL,11000,4000,0,0,0,Monroe County Hospital
12.35,2.19,34.69279,-86.57179,AL,26000,4000,50,77,33,Crestwood Medical Center
19.04,2.35,33.46420,-86.77409,AL,41000,4000,50,65,29,Brookwood Medical Center
5.70,2.39,32.38797,-86.17576,AL,12000,4000,50,52,90,Baptist Medical Center East
5.05,2.13,34.74506,-87.67557,AL,10000,4000,0,0,0,Shoals Hospital
7.05,2.44,33.16547,-86.25380,AL,15000,4000,0,0,0,Coosa Valley Medical Center
11.90,3.76,61.56297,-149.25782,AK,25000,7000,0,0,0,Mat-Su Regional Medical Center
8.10,4.52,61.18268,-149.79897,AK,17000,9000,0,0,0,Alaska Native Medical Center
9.51,3.19,33.46514,-112.05797,AZ,20000,6000,50,48,69,Banner Good Samaritan Medical Center
8.30,2.71,32.25294,-110.88135,AZ,17000,5000,50,48,3,Tucson Medical Center
13.27,3.38,34.73471,-112.03149,AZ,28000,6000,50,73,82,Verde Valley Medical Center
7.06,2.40,32.22685,-110.85520,AZ,15000,4000,66,55,21,Carondelet St Josephs Hospital
6.61,2.74,34.56017,-112.48217,AZ,14000,5000,25,67,17,Yavapai Regional Medical Center
6.76,2.70,32.68274,-114.63506,AZ,14000,5000,50,63,69,Yuma Regional Medical Center
8.50,2.78,32.88123,-111.71067,AZ,18000,5000,50,81,11,Casa Grande Regional Medical Center
