size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.01,2.24,31.21673,-85.36307,AL,24000,5000,50,51,21,Southeast Alabama Medical Center
4.03,2.34,34.22148,-86.15966,AL,12000,6000,50,91,54,Marshall Medical Center South
6.90,2.21,34.80175,-87.67514,AL,23000,5000,50,65,2,Eliza Coffee Memorial Hospital
4.22,2.13,31.28905,-86.25550,AL,13000,5000,0,0,0,Mizell Memorial Hospital
11.71,2.34,34.44343,-86.93528,AL,42000,6000,0,0,0,Hartselle Medical Center
4.28,2.14,34.36605,-86.42127,AL,13000,5000,0,0,0,Marshall Medical Center North
6.22,2.27,33.59616,-86.66750,AL,21000,6000,66,78,1,St Vincent'S East
5.83,2.05,34.43845,-85.75574,AL,19000,5000,0,0,0,Dekalb Regional Medical Center
8.11,2.30,33.25607,-86.81035,AL,28000,6000,83,70,63,Shelby Baptist Medical Center
3.84,2.28,34.74649,-87.69895,AL,12000,6000,50,91,33,Helen Keller Memorial Hospital
3.16,2.28,31.45215,-85.63140,AL,9000,6000,0,0,0,Dale Medical Center
6.20,2.57,34.15204,-85.67885,AL,21000,7000,0,0,0,Cherokee Medical Center
6.53,2.50,32.32785,-86.27750,AL,22000,6000,50,67,54,Baptist Medical Center South
7.59,2.24,32.36656,-86.28572,AL,26000,5000,50,68,82,Jackson Hospital & Clinic Inc
3.22,2.32,32.82377,-85.17019,AL,9000,6000,0,0,0,George H. Lanier Memorial Hospital
3.21,2.29,32.63806,-85.40413,AL,9000,6000,50,80,13,East Alabama Medical Center And Snf
4.21,2.32,33.30677,-85.48470,AL,13000,6000,0,0,0,Wedowee Hospital
6.44,3.03,33.50619,-86.80210,AL,22000,9000,66,45,11,University Of Alabama Hospital
2.57,2.35,32.53405,-85.91236,AL,7000,6000,0,0,0,Community Hospital Inc
5.39,2.17,34.20768,-86.87489,AL,18000,5000,50,63,79,Cullman Regional Medical Center
5.12,2.21,31.31122,-86.46762,AL,17000,5000,0,0,0,Andalusia Regional Hospital
6.61,2.12,33.66767,-85.83420,AL,22000,5000,0,0,0,Stringfellow Memorial Hospital
6.73,2.36,34.72007,-86.58108,AL,23000,6000,50,65,44,Huntsville Hospital
12.89,2.14,34.00941,-85.97078,AL,47000,5000,66,67,27,Gadsden Regional Medical Center
4.97,2.23,34.12682,-87.99046,AL,16000,5000,0,0,0,Marion Regional Medical Center
4.79,2.26,33.70757,-87.82383,AL,15000,6000,0,0,0,Fayette Medical Center
11.33,2.13,34.00426,-86.00339,AL,41000,5000,75,81,90,Riverview Regional Medical Center
2.41,2.29,31.64370,-86.74274,AL,6000,6000,0,0,0,Georgiana Hospital
7.52,2.13,31.31857,-85.85470,AL,26000,5000,0,0,0,Medical Center Enterprise
5.16,2.39,33.93332,-86.49498,AL,17000,6000,0,0,0,St Vincents Blount
2.37,2.63,32.84327,-87.89026,AL,6000,7000,0,0,0,Greene County Hospital
9.14,2.34,34.57705,-87.01588,AL,32000,6000,0,0,0,Parkway Medical Center
10.15,2.28,31.23767,-85.45625,AL,36000,6000,50,55,79,Flowers Hospital
5.85,2.41,33.50734,-86.78958,AL,19000,6000,50,72,21,St Vincent'S Birmingham
4.38,2.36,34.48290,-87.28601,AL,14000,6000,0,0,0,Lawrence Medical Center
3.82,2.32,34.66171,-86.04665,AL,12000,6000,0,0,0,Highlands Medical Center
2.98,2.25,31.04825,-85.88999,AL,8000,5000,0,0,0,Wiregrass Medical Center
3.17,2.23,32.94573,-85.98570,AL,9000,5000,50,71,5,Russell Hospital
4.24,2.27,31.89127,-85.14549,AL,13000,6000,0,0,0,Medical Center Barbour
